,bulk_sample_1,scRNA_sample_1
Eif3f,305.3626674730004,419.8025684223055
4930405O22Rik,0.13823019977072368,0.0
Gm3978,0.0,0.0
Adm,132.12814604309057,16.71538643993802
Mir31,0.0,0.0
Slc6a20a,78.88106063552287,15.1371224222013
Tceanc,4.6604503259308805,0.0
Gm14218,0.04494996776413062,0.0
Gm3187,0.5270655187224975,0.0
Gm11592,0.12961177298392462,0.0
Ptgfrn,82.78443088894319,16.44053976189392
Eml1,19.62867507511329,0.0
Npepps,104.03367898649769,146.66747044054222
Olfr779,0.0,0.0
Gm15231,0.02247498388206531,0.0
App,976.9314565154787,488.8847771049188
Sds,5.6682766185545175,0.0
Gm16537,0.046640116003296525,23.44178864734626
Sectm1a,6.783923734973364,8.837981337367527
H3f3a-ps1,0.10544664086269341,0.0
Ighv3-8,0.4353077493641009,0.0
4930544M13Rik,0.07604337843299497,0.0
1700028I16Rik,0.06911509988536184,0.0
Dym,48.677761985619746,116.13980287127156
T2,1.3219730101996434,0.0
Commd2,17.393497489024355,13.80555574789353
Hnf1b,3.919111229004664,2.6103731006272723
Sp8,0.5911101738903617,0.0
Mir194-2,0.02247498388206531,0.0
Smt3h2-ps2,0.07604337843299497,0.0
Vmn1r30,0.015546705334432174,0.0
Ankrd2,2.5229526742021613,5.733780568217655
Tktl1,1.1076994319959248,0.0
Gm14641,0.06911509988536184,0.0
Stoml3,3.758741416533814,0.0
Gm11901,0.22982028353815082,0.0
Gm14368,0.0,0.0
C030017D09Rik,0.02247498388206531,0.0
Fmn1,66.44792838473978,48.6436509617601
B3galt4,5.092377778816649,6.814568170694269
Fadd,16.813715296035248,23.610371675840387
Gm16111,0.1209933461971256,0.0
Cpd,262.0273986209349,17.905145778858408
Gm13627,0.0,0.0
Nt5c1a,1.0264179232544626,0.0
Coq3,21.636896325040023,22.53395679456893
9530036M11Rik,0.3369570726400101,0.0
Magea10,0.031093410668864348,0.0
Polr3gl,7.798678306144634,17.149367045879846
Pde1a,2.5956157561568243,0.0
Gm12221,0.16070518365278896,0.0
Eif2ak4,18.94191048628382,41.28317092479421
n-R5s198,0.0,0.0
Otog,38.870024001593535,0.0
Arg1,12.635380521062736,2.2695396011965014
Gm16227,0.0,0.0
Dcp1a,61.9713422610371,8.422011514197706
Cer1,0.10713678910185931,0.0
Gm12664,0.06911509988536184,0.0
Polm,23.9317188639432,13.41321682563819
A2m,28.665167643010683,0.0
Nr1h4,2.118738335506925,0.0
Vma21-ps,0.17456174074805525,0.0
4930453O03Rik,0.15208675686598994,0.0
Usp9y,0.0,0.0
Xlr4a,0.3318866279225124,0.0
Fblim1,23.481702837199514,33.753816625733066
Chad,5.472930042163563,3.0157179218084655
Gm16418,4.494842383151563,39.02233053196847
Tmem208,26.110269837855338,86.66054906694384
Fgf3,12.40741807135472,0.0
Atxn1,34.141645667243544,34.15331553912564
Gm9962,0.18318016753485428,0.0
Pbx3,12.31649872995117,4.703597337973285
Gm6594,0.1451584783183568,0.0
Gm15243,0.0,0.0
Eda2r,7.1409816085629245,0.0
Gm11309,0.0,0.0
Mir744,0.0,0.0
Gm13504,0.0829716569806281,2.5530133216235122
Slc41a3,21.800814119580174,12.440180172797344
E2f1,12.033277737453059,0.0
Gngt1,0.7274825398309499,0.0
Chst5,1.5120814562821308,3.624803807493919
1810059H22Rik,0.5875621918210603,12.368501621685313
Gm13345,0.0,0.0
Olfr492,0.053568394550929654,0.0
Mrps15,24.915715395627544,71.66828003935973
